codigo_snies,cedula,programa,institucion,fecha_graduacion,tipo_titulo
SNIES-961217,1085827678,Arquitectura,,2019-12-12 21:40:40.548080,PROFESIONAL
SNIES-644050,1119896109,Medicina,,2024-12-10 21:40:39.610054,PROFESIONAL
SNIES-166710,1112370150,Arquitectura,,2025-06-30 21:40:41.213553,PROFESIONAL
SNIES-171503,1108688872,Economía,,2025-07-24 21:40:41.246771,PROFESIONAL
SNIES-899577,1090664219,Enfermería,,2024-12-10 21:40:39.895280,PROFESIONAL
SNIES-276097,1111900358,Derecho,SENA Regional Bogotá,2025-10-13 21:40:41.240080,PROFESIONAL
SNIES-643154,1119108252,Administración de Empresas,,2025-05-24 21:40:41.251936,PROFESIONAL
SNIES-801764,1095584441,Contaduría Pública,,2025-05-17 21:40:41.230409,PROFESIONAL
SNIES-203473,1107880530,Arquitectura,,2021-12-11 21:40:38.770773,PROFESIONAL
SNIES-977075,1100923585,Tecnología en Electrónica,,2024-12-10 21:40:38.879934,TECNOLOGO
SNIES-239444,1122156452,Economía,Colegio Departamental Simón Bolívar,2025-10-13 21:40:41.223318,PROFESIONAL
SNIES-900132,1083369223,Ingeniería Civil,SENA Regional Valle del Cauca,2024-12-10 21:40:39.412380,PROFESIONAL
SNIES-636254,1085727628,Administración de Empresas,,2023-12-11 21:40:39.216599,PROFESIONAL
SNIES-185084,1120893857,Psicología,SENA Regional Antioquia,2023-12-11 21:40:41.279660,PROFESIONAL
SNIES-449605,1118732572,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.889373,TECNOLOGO
SNIES-265046,1112812593,Derecho,,2024-12-10 21:40:40.939560,PROFESIONAL
SNIES-766495,1118446104,Medicina,,2025-10-18 21:40:41.265014,PROFESIONAL
SNIES-777983,1101866267,Tecnología en Electrónica,,2023-12-11 21:40:39.269779,TECNOLOGO
SNIES-242219,1099282444,Medicina,,2021-12-11 21:40:39.264318,PROFESIONAL
SNIES-600075,1104598378,Administración de Empresas,,2024-12-10 21:40:40.015366,PROFESIONAL
SNIES-717082,1104128869,Medicina,SENA Regional Antioquia,2024-12-10 21:40:40.094027,PROFESIONAL
SNIES-200717,1111608132,Tecnología en Contabilidad y Finanzas,,2023-12-11 21:40:39.905955,TECNOLOGO
SNIES-623088,1119622366,Tecnología en Contabilidad y Finanzas,SENA Regional Atlántico,2024-12-10 21:40:40.952750,TECNOLOGO
SNIES-969295,579085,Economía,,2024-12-10 21:40:41.106643,PROFESIONAL
SNIES-791953,1108868030,Administración de Empresas,,2023-12-11 21:40:38.736217,PROFESIONAL
SNIES-970337,1086240596,Ingeniería de Sistemas,,2017-12-12 21:40:38.993173,PROFESIONAL
SNIES-227819,1104007822,Tecnología en Contabilidad y Finanzas,SENA Regional Antioquia,2024-12-10 21:40:40.854814,TECNOLOGO
SNIES-705134,1111314053,Ingeniería Civil,,2024-12-10 21:40:40.674276,PROFESIONAL
SNIES-994024,1084941984,Administración de Empresas,,2020-12-11 21:40:40.832744,PROFESIONAL
SNIES-800355,1139362066,Derecho,SENA Regional Valle del Cauca,2022-12-11 21:40:41.313480,PROFESIONAL
SNIES-968715,1101860308,Tecnología en Gestión Administrativa,,2023-12-11 21:40:40.023072,TECNOLOGO
SNIES-289018,1099572954,Enfermería,,2021-12-11 21:40:40.055583,PROFESIONAL
SNIES-626467,1096907068,Enfermería,,2025-03-08 21:40:41.219103,PROFESIONAL
SNIES-269128,1114519261,Derecho,,2023-12-11 21:40:38.819413,PROFESIONAL
SNIES-978235,1105583164,Administración de Empresas,,2022-12-11 21:40:38.697374,PROFESIONAL
SNIES-871594,1134161143,Economía,Institución Educativa José María Córdoba,2024-12-10 21:40:41.309351,PROFESIONAL
SNIES-505192,1107705804,Tecnología en Sistemas,,2024-12-10 21:40:40.292879,TECNOLOGO
SNIES-133579,1026851922,Contaduría Pública,Colegio Nacional Loperena,2023-12-11 21:40:41.313902,PROFESIONAL
SNIES-140565,1093676181,Psicología,,2021-12-11 21:40:40.271201,PROFESIONAL
SNIES-495378,1115161860,Ingeniería de Sistemas,,2024-12-10 21:40:39.372066,PROFESIONAL
SNIES-707945,1103002439,Administración de Empresas,,2024-12-10 21:40:39.971625,PROFESIONAL
SNIES-996815,1103813184,Medicina,,2022-12-11 21:40:38.928443,PROFESIONAL
SNIES-432537,1085333802,Ingeniería Civil,,2017-12-12 21:40:40.253578,PROFESIONAL
SNIES-707443,1107272196,Ingeniería de Sistemas,,2023-12-11 21:40:39.758767,PROFESIONAL
SNIES-713276,1101220671,Ingeniería de Sistemas,SENA Regional Atlántico,2025-02-23 21:40:41.251226,PROFESIONAL
SNIES-658053,1092445433,Administración de Empresas,,2024-12-10 21:40:40.365855,PROFESIONAL
SNIES-883073,1102459548,Derecho,,2024-12-10 21:40:38.889557,PROFESIONAL
SNIES-779833,1094027614,Derecho,,2021-12-11 21:40:39.184536,PROFESIONAL
SNIES-441071,1115712715,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:40.692479,TECNOLOGO
SNIES-208408,1095668814,Derecho,,2017-12-12 21:40:40.475772,PROFESIONAL
SNIES-594729,1103460532,Psicología,,2025-06-24 21:40:41.200985,PROFESIONAL
SNIES-957940,1108020276,Ingeniería Civil,,2024-12-10 21:40:39.422306,PROFESIONAL
SNIES-737743,1119492048,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.487169,TECNOLOGO
SNIES-154989,1111370921,Administración de Empresas,,2022-12-11 21:40:40.312287,PROFESIONAL
SNIES-344430,1110150433,Economía,,2022-12-11 21:40:40.371727,PROFESIONAL
SNIES-983315,1104500417,Ingeniería de Sistemas,,2024-12-10 21:40:39.915666,PROFESIONAL
SNIES-148170,1113319739,Contaduría Pública,,2024-12-10 21:40:39.582899,PROFESIONAL
SNIES-234196,1091593194,Derecho,,2018-12-12 21:40:38.850094,PROFESIONAL
SNIES-902821,1095278901,Contaduría Pública,,2020-12-11 21:40:40.606743,PROFESIONAL
SNIES-315164,1087681744,Derecho,SENA Regional Atlántico,2025-06-21 21:40:41.252648,PROFESIONAL
SNIES-450582,1148686050,Contaduría Pública,Colegio Departamental Simón Bolívar,2024-12-10 21:40:41.305385,PROFESIONAL
SNIES-405182,1107484551,Arquitectura,,2022-12-11 21:40:38.790244,PROFESIONAL
SNIES-650248,1114758690,Ingeniería Civil,SENA Regional Antioquia,2025-10-28 21:40:41.226782,PROFESIONAL
SNIES-253894,1093897908,Administración de Empresas,,2023-12-11 21:40:40.625533,PROFESIONAL
SNIES-537092,1109360542,Ingeniería de Sistemas,,2024-12-10 21:40:38.660193,PROFESIONAL
SNIES-783731,1119116768,Enfermería,SENA Regional Atlántico,2021-12-11 21:40:40.436568,PROFESIONAL
SNIES-193986,1101918796,Contaduría Pública,,2025-10-01 21:40:41.216306,PROFESIONAL
SNIES-578348,1118569444,Tecnología en Sistemas,,2023-12-11 21:40:40.517768,TECNOLOGO
SNIES-477484,1082854745,Ingeniería de Sistemas,,2022-12-11 21:40:40.022635,PROFESIONAL
SNIES-696428,1113204876,Psicología,,2025-11-05 21:40:41.233359,PROFESIONAL
SNIES-237690,1111088690,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.984332,TECNOLOGO
SNIES-378046,1080799135,Contaduría Pública,,2017-12-12 21:40:40.733581,PROFESIONAL
SNIES-774839,955994,Tecnología en Sistemas,,2024-12-10 21:40:41.081398,TECNOLOGO
SNIES-867185,1112037825,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.007961,TECNOLOGO
SNIES-249574,1094272997,Contaduría Pública,,2025-08-14 21:40:41.225330,PROFESIONAL
SNIES-662036,1131685376,Ingeniería Civil,,2025-06-16 21:40:41.269287,PROFESIONAL
SNIES-652798,1088027696,Contaduría Pública,,2023-12-11 21:40:38.836813,PROFESIONAL
SNIES-473668,1104076425,Contaduría Pública,,2023-12-11 21:40:39.891825,PROFESIONAL
SNIES-474766,1101941027,Medicina,,2024-12-10 21:40:41.314020,PROFESIONAL
SNIES-273664,1109272785,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:40.484073,TECNOLOGO
SNIES-670025,1108911752,Medicina,Universidad Virtual del Caribe Online,2022-12-11 21:40:41.130073,PROFESIONAL
SNIES-274606,1115597654,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.657474,TECNOLOGO
SNIES-521306,1088995825,Enfermería,,2023-12-11 21:40:38.857156,PROFESIONAL
SNIES-586202,1105946772,Arquitectura,,2024-12-10 21:40:39.400453,PROFESIONAL
SNIES-537890,1102390514,Tecnología en Sistemas,,2024-12-10 21:40:38.572834,TECNOLOGO
SNIES-820866,1087291282,Medicina,,2022-12-11 21:40:39.028133,PROFESIONAL
SNIES-774450,1100256721,Ingeniería Civil,SENA Regional Atlántico,2024-12-10 21:40:41.294939,PROFESIONAL
SNIES-278791,1081972890,Administración de Empresas,,2021-12-11 21:40:40.038289,PROFESIONAL
SNIES-120789,1104406060,Contaduría Pública,,2025-06-02 21:40:41.241710,PROFESIONAL
SNIES-461695,1083811400,Enfermería,SENA Regional Bogotá,2022-12-11 21:40:38.677730,PROFESIONAL
SNIES-228842,1119958862,Ingeniería de Sistemas,,2024-12-10 21:40:39.318725,PROFESIONAL
SNIES-270155,1099853783,Arquitectura,,2024-12-10 21:40:40.071119,PROFESIONAL
SNIES-339720,1088484724,Enfermería,,2021-12-11 21:40:40.920845,PROFESIONAL
SNIES-489790,592682,Ingeniería Civil,,2023-12-11 21:40:41.072105,PROFESIONAL
SNIES-686679,1106480928,Psicología,,2022-12-11 21:40:40.840960,PROFESIONAL
SNIES-862459,1081410827,Ingeniería de Sistemas,,2024-12-10 21:40:39.114667,PROFESIONAL
SNIES-702746,1107829477,Tecnología en Electrónica,,2024-12-10 21:40:39.948623,TECNOLOGO
SNIES-878882,1107229350,Psicología,,2024-12-10 21:40:40.423344,PROFESIONAL
SNIES-107409,1102310733,Ingeniería de Sistemas,SENA Regional Valle del Cauca,2022-12-11 21:40:41.283424,PROFESIONAL
SNIES-621793,1096917297,Economía,,2023-12-11 21:40:39.273439,PROFESIONAL
SNIES-546365,1111931039,Ingeniería de Sistemas,SENA Regional Antioquia,2025-04-21 21:40:41.230469,PROFESIONAL
SNIES-853853,1100077083,Ingeniería Civil,SENA Regional Bogotá,2022-12-11 21:40:39.619594,PROFESIONAL
SNIES-367519,1109770296,Contaduría Pública,,2025-10-25 21:40:41.263065,PROFESIONAL
SNIES-377943,1128260573,Derecho,Colegio Distrital San Francisco,2024-12-10 21:40:41.284266,PROFESIONAL
SNIES-533910,738520,Arquitectura,,2024-12-10 21:40:41.054366,PROFESIONAL
SNIES-823903,1086833363,Medicina,Centro Educativo Los Pinos,2020-12-11 21:40:41.140336,PROFESIONAL
SNIES-410090,1110370100,Enfermería,,2022-12-11 21:40:38.559858,PROFESIONAL
SNIES-873776,1105581730,Ingeniería de Sistemas,,2024-12-10 21:40:40.192727,PROFESIONAL
SNIES-412505,1116805338,Derecho,,2024-12-10 21:40:40.391388,PROFESIONAL
SNIES-648715,1081498633,Ingeniería Civil,,2023-12-11 21:40:40.107581,PROFESIONAL
SNIES-163590,1076957491,Contaduría Pública,Colegio Nacional Loperena,2025-08-25 21:40:41.236165,PROFESIONAL
SNIES-546830,1116804435,Contaduría Pública,,2024-12-10 21:40:39.254375,PROFESIONAL
SNIES-633236,1092084885,Enfermería,,2024-12-10 21:40:39.624220,PROFESIONAL
SNIES-914873,1100202763,Tecnología en Sistemas,,2023-12-11 21:40:40.613480,TECNOLOGO
SNIES-387929,1203491630,Tecnología en Electrónica,,2024-12-10 21:40:41.029577,TECNOLOGO
SNIES-895685,1119077885,Tecnología en Sistemas,SENA Regional Valle del Cauca,2024-12-10 21:40:40.493163,TECNOLOGO
SNIES-280071,1088363223,Derecho,,2021-12-11 21:40:40.856176,PROFESIONAL
SNIES-174689,1111446835,Derecho,,2024-12-10 21:40:38.611448,PROFESIONAL
SNIES-769708,1116383228,Administración de Empresas,,2021-12-11 21:40:39.688671,PROFESIONAL
SNIES-757684,1105750187,Enfermería,,2024-12-10 21:40:39.767548,PROFESIONAL
SNIES-780733,1137660807,Ingeniería Civil,SENA Regional Bogotá,2025-08-26 21:40:41.213297,PROFESIONAL
SNIES-798630,1043836485,Economía,Colegio Departamental Simón Bolívar,2025-04-25 21:40:41.206204,PROFESIONAL
SNIES-987022,1112479422,Ingeniería Civil,,2022-12-11 21:40:39.782918,PROFESIONAL
SNIES-725186,1104629935,Contaduría Pública,SENA Regional Bogotá,2024-12-10 21:40:40.753507,PROFESIONAL
SNIES-629279,1113848490,Ingeniería de Sistemas,,2024-12-10 21:40:40.989067,PROFESIONAL
SNIES-847537,1091862504,Psicología,,2020-12-11 21:40:40.405662,PROFESIONAL
SNIES-758351,1101486650,Economía,SENA Regional Antioquia,2024-12-10 21:40:39.141750,PROFESIONAL
SNIES-889085,1099784441,Ingeniería Civil,,2020-12-11 21:40:39.933968,PROFESIONAL
SNIES-792137,1090454757,Ingeniería Civil,,2023-12-11 21:40:39.587252,PROFESIONAL
SNIES-968901,1107811352,Derecho,SENA Regional Atlántico,2022-12-11 21:40:41.274065,PROFESIONAL
SNIES-920781,1107517111,Psicología,,2023-12-11 21:40:39.986886,PROFESIONAL
SNIES-115870,1088281572,Administración de Empresas,,2023-12-11 21:40:39.209791,PROFESIONAL
SNIES-175600,1099088466,Economía,,2021-12-11 21:40:40.731992,PROFESIONAL
SNIES-582771,1101346699,Contaduría Pública,,2023-12-11 21:40:39.362653,PROFESIONAL
SNIES-382940,1144047076,Ingeniería Civil,SENA Regional Bogotá,2025-09-19 21:40:41.254117,PROFESIONAL
SNIES-522968,1130332880,Psicología,SENA Regional Atlántico,2024-12-10 21:40:41.301425,PROFESIONAL
SNIES-509797,1084976184,Ingeniería Civil,,2020-12-11 21:40:40.826451,PROFESIONAL
SNIES-680674,1092307560,Psicología,,2021-12-11 21:40:38.618601,PROFESIONAL
SNIES-911958,1110290610,Ingeniería Civil,,2024-12-10 21:40:40.930249,PROFESIONAL
SNIES-233131,1101235299,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.627552,TECNOLOGO
SNIES-167009,1107308281,Psicología,,2023-12-11 21:40:39.245803,PROFESIONAL
SNIES-331440,1101485314,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.659998,TECNOLOGO
SNIES-737870,1090839076,Ingeniería Civil,,2023-12-11 21:40:40.588563,PROFESIONAL
SNIES-758695,1088768250,Ingeniería Civil,,2022-12-11 21:40:39.771231,PROFESIONAL
SNIES-119721,1105577660,Tecnología en Electrónica,,2023-12-11 21:40:39.218016,TECNOLOGO
SNIES-264327,1110874399,Arquitectura,,2025-06-26 21:40:41.232524,PROFESIONAL
SNIES-413072,1107396632,Psicología,SENA Regional Antioquia,2023-12-11 21:40:40.830790,PROFESIONAL
SNIES-557400,1093444054,Medicina,,2021-12-11 21:40:39.764724,PROFESIONAL
SNIES-259820,1086146576,Arquitectura,,2020-12-11 21:40:39.959429,PROFESIONAL
SNIES-188010,1096746845,Arquitectura,,2023-12-11 21:40:39.849878,PROFESIONAL
SNIES-730158,1285211432,Tecnología en Gestión Administrativa,,2024-12-10 21:40:41.069627,TECNOLOGO
SNIES-269022,1096196951,Enfermería,,2025-04-17 21:40:41.252825,PROFESIONAL
SNIES-864873,1111119461,Tecnología en Electrónica,,2024-12-10 21:40:40.575843,TECNOLOGO
SNIES-187726,1111424859,Administración de Empresas,,2024-12-10 21:40:39.780782,PROFESIONAL
SNIES-605941,1099021488,Enfermería,,2021-12-11 21:40:40.214643,PROFESIONAL
SNIES-813757,1084535026,Enfermería,,2024-12-14 21:40:41.268468,PROFESIONAL
SNIES-502311,1105941534,Tecnología en Electrónica,,2023-12-11 21:40:39.817953,TECNOLOGO
SNIES-235786,1127013360,Administración de Empresas,SENA Regional Antioquia,2025-03-11 21:40:41.235743,PROFESIONAL
SNIES-476559,1134640987,Arquitectura,Institución Educativa José María Córdoba,2025-06-23 21:40:41.239548,PROFESIONAL
SNIES-492886,1109351896,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.773563,TECNOLOGO
SNIES-450985,1081542743,Ingeniería Civil,,2021-12-11 21:40:40.431734,PROFESIONAL
SNIES-402913,1095067220,Administración de Empresas,,2024-12-10 21:40:40.666204,PROFESIONAL
SNIES-166967,1116474726,Enfermería,,2023-12-11 21:40:41.278455,PROFESIONAL
SNIES-332646,1106307135,Tecnología en Electrónica,Academia Superior de Gestión,2024-12-10 21:40:41.120114,TECNOLOGO
SNIES-546595,1094054680,Arquitectura,,2019-12-12 21:40:41.323619,PROFESIONAL
SNIES-114195,1085164782,Contaduría Pública,,2021-12-11 21:40:39.072577,PROFESIONAL
SNIES-369216,1084046667,Enfermería,,2022-12-11 21:40:40.863770,PROFESIONAL
SNIES-678239,1119751685,Derecho,,2025-06-17 21:40:41.208540,PROFESIONAL
SNIES-906529,1084287912,Ingeniería de Sistemas,,2024-12-10 21:40:38.582567,PROFESIONAL
SNIES-503929,1097641375,Psicología,,2024-12-10 21:40:38.862743,PROFESIONAL
SNIES-776430,1103573878,Arquitectura,,2023-12-11 21:40:39.524992,PROFESIONAL
SNIES-746446,1117707405,Economía,,2024-12-10 21:40:40.049016,PROFESIONAL
SNIES-682098,1088472173,Arquitectura,,2018-12-12 21:40:40.350202,PROFESIONAL
SNIES-206382,1118149927,Ingeniería Civil,,2024-12-10 21:40:39.335706,PROFESIONAL
SNIES-816918,1220827637,Tecnología en Electrónica,,2023-12-11 21:40:41.096307,TECNOLOGO
SNIES-116416,1086522823,Economía,,2021-12-11 21:40:39.377752,PROFESIONAL
SNIES-900785,1100741933,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.731045,TECNOLOGO
SNIES-779190,1106232344,Tecnología en Sistemas,Instituto Digital Global,2024-12-10 21:40:41.157333,TECNOLOGO
SNIES-333967,1116900947,Economía,,2025-10-12 21:40:41.218687,PROFESIONAL
SNIES-955813,1114742583,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.773154,TECNOLOGO
SNIES-300908,1091647615,Economía,Colegio Departamental Simón Bolívar,2025-06-14 21:40:41.258685,PROFESIONAL
SNIES-254720,1101915461,Tecnología en Electrónica,,2023-12-11 21:40:39.022869,TECNOLOGO
SNIES-523966,1118029895,Tecnología en Gestión Administrativa,,2024-12-10 21:40:38.933210,TECNOLOGO
SNIES-269174,1104951272,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.700895,TECNOLOGO
SNIES-521174,1113503259,Derecho,,2022-12-11 21:40:38.752940,PROFESIONAL
SNIES-966811,1116782332,Ingeniería Civil,,2023-12-11 21:40:39.917902,PROFESIONAL
SNIES-347069,1096837230,Enfermería,,2023-12-11 21:40:40.241476,PROFESIONAL
SNIES-713366,1090103719,Administración de Empresas,,2020-12-11 21:40:38.902008,PROFESIONAL
SNIES-942082,1091004946,Administración de Empresas,,2024-12-10 21:40:40.294868,PROFESIONAL
SNIES-564036,1102580901,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.863364,TECNOLOGO
SNIES-633326,1115662108,Ingeniería de Sistemas,,2023-12-11 21:40:40.499153,PROFESIONAL
SNIES-536419,1111610211,Economía,SENA Regional Bogotá,2024-12-10 21:40:40.234747,PROFESIONAL
SNIES-161896,1109539240,Administración de Empresas,,2024-12-10 21:40:39.618797,PROFESIONAL
SNIES-538240,1112407982,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.133601,TECNOLOGO
SNIES-756430,1106950680,Psicología,,2024-12-10 21:40:38.576832,PROFESIONAL
SNIES-322039,1101979871,Contaduría Pública,,2024-12-10 21:40:39.631749,PROFESIONAL
SNIES-913479,516712,Tecnología en Electrónica,,2023-12-11 21:40:41.045627,TECNOLOGO
SNIES-123188,1114794885,Tecnología en Contabilidad y Finanzas,,2023-12-11 21:40:39.957577,TECNOLOGO
SNIES-190013,1116547857,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:40.621481,TECNOLOGO
SNIES-935070,1034300837,Economía,Colegio Nacional Loperena,2024-12-31 21:40:41.229460,PROFESIONAL
SNIES-258942,1102600114,Tecnología en Electrónica,,2023-12-11 21:40:39.102843,TECNOLOGO
SNIES-587259,1095579698,Ingeniería Civil,,2019-12-12 21:40:38.978867,PROFESIONAL
SNIES-266338,1114066419,Psicología,,2024-12-10 21:40:40.942135,PROFESIONAL
SNIES-469075,1113023641,Enfermería,,2024-12-10 21:40:38.661314,PROFESIONAL
SNIES-723514,936348,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:41.089335,TECNOLOGO
SNIES-345574,857066,Economía,,2017-12-12 21:40:41.068236,PROFESIONAL
SNIES-223967,1103563611,Tecnología en Sistemas,,2024-12-10 21:40:39.439445,TECNOLOGO
SNIES-857340,1113557811,Derecho,,2021-12-11 21:40:40.073592,PROFESIONAL
SNIES-902290,1105265773,Derecho,,2024-12-10 21:40:40.649315,PROFESIONAL
SNIES-992580,1082893332,Derecho,,2022-12-11 21:40:40.804142,PROFESIONAL
SNIES-363847,1090759200,Medicina,,2023-12-11 21:40:40.063607,PROFESIONAL
SNIES-138993,1092717527,Economía,,2022-12-11 21:40:40.568493,PROFESIONAL
SNIES-974569,1110586353,Ingeniería Civil,,2022-12-11 21:40:39.884026,PROFESIONAL
SNIES-745628,1109842138,Contaduría Pública,,2023-12-11 21:40:41.270607,PROFESIONAL
SNIES-786580,1094628794,Administración de Empresas,,2020-12-11 21:40:40.893237,PROFESIONAL
SNIES-303964,1119671421,Medicina,,2023-12-11 21:40:40.319483,PROFESIONAL
SNIES-990092,1118044840,Tecnología en Electrónica,,2024-12-10 21:40:39.277209,TECNOLOGO
SNIES-295436,1112346100,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:40.383089,TECNOLOGO
SNIES-534702,1102940319,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.560563,TECNOLOGO
SNIES-987672,1119437174,Economía,,2024-12-10 21:40:40.131308,PROFESIONAL
SNIES-929944,1107719984,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.608630,TECNOLOGO
SNIES-352391,1112448794,Psicología,,2025-03-26 21:40:41.234843,PROFESIONAL
SNIES-903753,1113517721,Ingeniería Civil,,2024-12-10 21:40:39.149320,PROFESIONAL
SNIES-910805,1081202163,Contaduría Pública,SENA Regional Antioquia,2022-12-11 21:40:41.279478,PROFESIONAL
SNIES-665017,1107322928,Arquitectura,,2024-12-10 21:40:39.781061,PROFESIONAL
SNIES-661466,1098795096,Arquitectura,Universidad Virtual del Caribe Online,2020-12-11 21:40:41.123975,PROFESIONAL
SNIES-862290,1081577733,Enfermería,,2022-12-11 21:40:41.290206,PROFESIONAL
SNIES-720369,1111068792,Tecnología en Sistemas,Instituto Digital Global,2023-12-11 21:40:41.179221,TECNOLOGO
SNIES-727206,1114403422,Ingeniería de Sistemas,Instituto Digital Global,2024-12-10 21:40:41.127716,PROFESIONAL
SNIES-333549,1087217674,Ingeniería de Sistemas,,2024-12-10 21:40:39.646333,PROFESIONAL
SNIES-195907,1108210584,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.891626,TECNOLOGO
SNIES-555679,1110471233,Contaduría Pública,,2024-12-10 21:40:39.158170,PROFESIONAL
SNIES-686043,1101073240,Psicología,,2025-04-21 21:40:41.216487,PROFESIONAL
SNIES-893276,1104997061,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.484935,TECNOLOGO
SNIES-909568,1109176221,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.736982,TECNOLOGO
SNIES-330486,1100620096,Psicología,,2023-12-11 21:40:39.482120,PROFESIONAL
SNIES-499553,1082135476,Contaduría Pública,,2021-12-11 21:40:40.691145,PROFESIONAL
SNIES-769731,1096951134,Contaduría Pública,,2019-12-12 21:40:38.691131,PROFESIONAL
SNIES-343570,1095031189,Contaduría Pública,,2025-05-03 21:40:41.225072,PROFESIONAL
SNIES-287969,1100698656,Derecho,,2021-12-11 21:40:38.727344,PROFESIONAL
SNIES-998730,1106207634,Ingeniería Civil,,2025-11-07 21:40:41.244033,PROFESIONAL
SNIES-840138,1098985867,Derecho,,2022-12-11 21:40:40.422366,PROFESIONAL
SNIES-522896,1117613229,Arquitectura,,2022-12-11 21:40:40.636760,PROFESIONAL
SNIES-321371,1111962717,Tecnología en Sistemas,,2024-12-10 21:40:40.568714,TECNOLOGO
SNIES-300187,1082185593,Ingeniería de Sistemas,,2022-12-11 21:40:40.891127,PROFESIONAL
SNIES-731926,1117505712,Contaduría Pública,,2022-12-11 21:40:39.571800,PROFESIONAL
SNIES-204807,1101113293,Economía,SENA Regional Antioquia,2024-12-10 21:40:38.744396,PROFESIONAL
SNIES-581165,1013662334,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.845800,TECNOLOGO
SNIES-105563,1110182411,Arquitectura,,2023-12-11 21:40:40.987689,PROFESIONAL
SNIES-329505,1099640613,Ingeniería Civil,,2024-12-10 21:40:40.390223,PROFESIONAL
SNIES-340107,1299461783,Economía,,2023-12-11 21:40:41.073502,PROFESIONAL
SNIES-794301,1113092000,Derecho,,2024-12-10 21:40:38.901851,PROFESIONAL
SNIES-940463,1135324558,Psicología,SENA Regional Atlántico,2025-04-16 21:40:41.229108,PROFESIONAL
SNIES-520409,1109715718,Ingeniería Civil,,2025-09-10 21:40:41.223679,PROFESIONAL
SNIES-769551,1091583810,Administración de Empresas,,2017-12-12 21:40:39.834073,PROFESIONAL
SNIES-738040,1113396469,Tecnología en Sistemas,,2024-12-10 21:40:39.149998,TECNOLOGO
SNIES-676628,1119921550,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.879000,TECNOLOGO
SNIES-387757,1105554750,Tecnología en Sistemas,,2024-12-10 21:40:40.253413,TECNOLOGO
SNIES-652689,1105951772,Tecnología en Electrónica,,2024-12-10 21:40:39.537902,TECNOLOGO
SNIES-926970,1089076012,Psicología,,2021-12-11 21:40:39.006175,PROFESIONAL
SNIES-858521,1115562898,Administración de Empresas,SENA Regional Bogotá,2022-12-11 21:40:41.303789,PROFESIONAL
SNIES-912348,1117773657,Contaduría Pública,,2024-12-10 21:40:41.303304,PROFESIONAL
SNIES-379725,1119269197,Tecnología en Sistemas,,2024-12-10 21:40:40.781085,TECNOLOGO
SNIES-368641,1110962259,Administración de Empresas,,2024-12-10 21:40:40.875549,PROFESIONAL
SNIES-329938,1142017421,Medicina,SENA Regional Antioquia,2022-12-11 21:40:41.313418,PROFESIONAL
SNIES-468854,1080378855,Ingeniería Civil,,2023-12-11 21:40:41.282701,PROFESIONAL
SNIES-149169,1108631544,Psicología,,2025-03-02 21:40:41.235499,PROFESIONAL
SNIES-966583,1102759713,Tecnología en Electrónica,,2024-12-10 21:40:39.602216,TECNOLOGO
SNIES-212571,1092276047,Ingeniería Civil,SENA Regional Antioquia,2022-12-11 21:40:40.903260,PROFESIONAL
SNIES-925735,1109043072,Medicina,,2024-12-10 21:40:40.866479,PROFESIONAL
SNIES-273315,1085885651,Contaduría Pública,Centro Educativo Los Pinos,2024-12-10 21:40:41.178523,PROFESIONAL
SNIES-571145,1112030659,Tecnología en Sistemas,,2024-12-10 21:40:39.348314,TECNOLOGO
SNIES-562010,1100638300,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.543767,TECNOLOGO
SNIES-443016,1115000407,Ingeniería Civil,,2024-12-10 21:40:39.788023,PROFESIONAL
SNIES-493860,1103297793,Medicina,,2023-12-11 21:40:41.288372,PROFESIONAL
SNIES-145362,1107399014,Economía,,2024-12-10 21:40:38.630101,PROFESIONAL
SNIES-516185,1087337971,Enfermería,,2020-12-11 21:40:40.139514,PROFESIONAL
