sisben_id,cedula,sisben_nivel,sisben_puntaje,departamento,municipio,fecha_actualizacion
20863,1134334250,C,63.15,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20864,1108650968,A,23.45,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20865,1088387923,A,33.94,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20866,1112552563,C,63.46,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20867,1081518950,D,95.23,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20868,1145313550,C,63.63,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20869,1118442753,B,48.15,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20870,1148649584,B,48.81,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20871,1115256588,C,59.93,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20872,1099535733,A,8.52,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20873,1149824147,B,49.59,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20874,1093723022,C,55.43,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20875,1142809670,B,54.19,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20876,1106927289,B,49.37,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20877,1103460164,A,4.55,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20878,1100849482,B,53.14,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20879,1100914253,A,5.78,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20880,1104719652,C,62.7,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20881,1083842828,C,62.95,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20882,1118009311,C,59.22,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20883,1140818812,B,43.9,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20884,1092886220,B,43.36,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20885,1136270884,C,61.66,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20886,1132303904,A,5.12,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20887,1114846570,B,42.46,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20888,1118503443,B,43.7,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20889,1067707120,C,63.71,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20890,1076629742,A,23.38,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20891,1135491473,C,56.3,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20892,1118491141,A,23.95,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20893,1122547059,B,42.81,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20894,1107794579,B,49.22,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20895,1137794176,A,14.17,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20896,1137502740,C,60.25,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20897,1099371818,B,54.66,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20898,1122104322,C,59.55,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20899,1128605784,B,51.94,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20900,1107391822,C,64.64,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20901,1145600393,D,81.94,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20902,1103765621,B,47.85,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20903,1114430246,B,49.59,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20904,1085864737,A,22.92,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20905,1109070639,B,44.57,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20906,1104560142,A,4.95,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20907,1121637943,B,49.23,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20908,1142125804,C,63.69,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20909,1094670872,B,42.19,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20910,1103042271,C,55.99,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20911,1133941459,B,54.33,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20912,1139180151,B,52.53,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20913,1109193547,B,49.05,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20914,1106988049,C,57.93,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20915,1277343811,A,36.09,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20916,1106330496,A,29.97,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20917,1110462913,A,20.59,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20918,1105800950,D,81.66,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20919,1117912642,C,64.74,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20920,1098778892,A,15.34,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20921,1270907459,B,49.48,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20922,1088861540,B,43.06,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20923,1088203407,A,7.28,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20924,1092863856,A,18.68,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20925,1118781825,C,62.6,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20926,1140886511,B,51.98,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20927,1095060352,B,44.72,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20928,1104182589,B,53.79,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20929,1075684130,B,53.51,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20930,1097625627,B,50.99,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20931,1102694170,D,82.52,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20932,1140585295,C,56.98,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20933,1296575789,A,25.02,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20934,1112771024,A,39.98,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20935,1111989801,B,49.52,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20936,1106917714,B,49.67,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20937,1133506029,A,31.5,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20938,1144211026,B,54.1,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20939,1113171827,D,79.93,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20940,1092289156,A,29.53,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20941,1089464160,B,46.54,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20942,1030485520,A,15.41,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20943,1109847307,C,56.89,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20944,1102238357,A,27.85,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20945,1124209731,A,34.74,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20946,1080849023,B,45.72,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20947,666935,D,81.48,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20948,1120044762,B,46.99,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20949,1115507098,D,80.21,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20950,1116064024,B,44.68,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20951,1134219298,B,49.6,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20952,1143767389,B,48.37,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20953,1129208783,A,18.65,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20954,1108284197,C,59.2,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20955,1081223563,C,62.99,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20956,1081686009,C,59.45,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20957,1111122586,C,61.82,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20958,680369,B,53.43,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20959,1017702823,B,46.65,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20960,1111605191,B,53.0,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20961,1107667521,C,56.43,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20962,1103299729,B,52.31,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20963,1105337162,A,37.02,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20964,1107901167,B,53.36,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20965,1116471883,A,10.9,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20966,1145458282,A,37.68,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20967,1097786221,B,51.75,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20968,1134588454,B,51.06,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20969,1145572990,B,41.99,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20970,374196,A,17.35,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20971,1084363638,B,50.0,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20972,1100249136,B,52.4,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20973,1099812073,B,46.96,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20974,1093095338,A,13.04,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20975,1112231089,C,62.59,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20976,1096136761,C,64.69,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20977,1080407218,A,22.6,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20978,1149570594,B,48.37,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20979,1140672862,B,48.31,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20980,1146772924,C,55.15,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20981,1098868925,B,45.03,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20982,1117261860,B,51.97,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20983,1133332612,A,0.79,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20984,1094993698,C,61.36,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20985,1114749774,C,64.01,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20986,1131116003,A,25.85,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20987,1120901255,B,41.59,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20988,1095698855,C,57.44,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20989,1088965180,C,60.51,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20990,1092935830,B,53.23,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20991,1124444117,B,48.06,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20992,1057947809,B,46.96,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20993,1118176308,B,51.68,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20994,1132905754,B,47.49,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
20995,1139793546,B,53.8,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
20996,1144571846,A,16.59,Antioquia,Antioquia,2025-03-30 21:40:41.540111
20997,1120568805,C,63.78,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20998,1128035585,B,48.76,Atlántico,Atlántico,2025-03-30 21:40:41.540111
20999,1104574015,B,45.32,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21000,1098952541,B,53.32,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21001,1114067785,C,62.55,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21002,1089739422,B,53.27,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21003,1096639862,C,63.74,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21004,1143710610,C,57.88,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21005,1106252691,B,48.7,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21006,1094256751,A,27.84,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21007,1043063605,A,23.04,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21008,1128922839,B,44.23,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21009,1108442212,A,36.47,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21010,1145884809,A,11.65,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21011,1125890446,B,50.62,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21012,1103598414,B,51.41,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21013,1110652557,A,39.32,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21014,1107324290,B,43.56,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21015,1093454598,B,50.63,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21016,1116961201,B,52.03,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21017,1102729187,A,32.49,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21018,1108231253,A,32.7,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21019,1090937927,B,52.29,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21020,1104844784,B,42.69,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21021,1121403041,A,6.93,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21022,1125891099,A,15.93,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21023,1149314026,C,57.26,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21024,1133463902,B,43.4,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21025,1141837327,A,28.63,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21026,1132364270,C,55.94,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21027,1109316385,C,55.9,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21028,1088313307,A,19.44,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21029,1132006726,B,47.34,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21030,1110558533,C,55.15,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21031,1083187896,A,14.33,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21032,1113725230,B,46.29,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21033,1136308617,B,53.72,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21034,1103928097,A,32.0,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21035,1133515581,A,40.87,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21036,1147428039,C,64.51,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21037,1117968010,B,41.51,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21038,1126275114,A,4.48,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21039,1123757006,B,49.34,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21040,1128504452,A,35.26,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21041,1087033342,B,43.51,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21042,1127741807,C,64.57,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21043,1075463039,A,14.85,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21044,1107441131,A,7.03,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21045,1112168600,B,53.22,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21046,1123282607,C,55.6,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21047,1020375086,B,50.36,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21048,1124879887,A,35.42,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21049,1089646923,B,52.52,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21050,1146188098,A,31.09,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21051,1105764187,C,60.48,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21052,1110930905,D,85.74,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21053,1081316470,C,64.06,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21054,1106775639,C,63.26,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21055,1088349062,A,31.6,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21056,1100074748,C,56.26,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21057,1111054524,A,5.92,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21058,1105895517,B,43.42,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21059,1090230678,B,54.95,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21060,1130504444,A,2.63,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21061,1134793767,B,43.58,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21062,1140270887,C,57.71,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21063,1103999878,A,38.79,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21064,1124501601,B,51.28,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21065,1105893698,D,89.78,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21066,1121922286,A,7.48,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21067,1085763250,A,10.56,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21068,1132115421,B,50.07,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21069,1146024540,A,32.25,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21070,1112044724,A,29.52,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21071,1106723127,B,46.91,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21072,1117222565,B,44.05,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21073,1117173127,A,17.99,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21074,1133700761,C,55.79,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21075,1105632928,C,60.03,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21076,1100876096,B,52.92,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21077,1132960661,C,60.64,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21078,1114392932,D,91.44,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21079,1102182826,B,52.35,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21080,1111196122,A,5.38,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21081,1121160870,B,52.22,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21082,1103890349,B,50.65,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21083,1147732782,B,50.96,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21084,1139417709,A,33.7,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21085,1121199166,B,50.85,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21086,1117293722,B,53.37,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21087,1135146849,A,24.81,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21088,1103665693,A,26.67,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21089,1119773454,C,64.76,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21090,1093270067,A,18.67,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21091,1080400157,D,67.72,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21092,1103584228,A,38.05,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21093,1212897664,D,94.41,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21094,1081766417,A,16.11,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21095,1105837051,A,8.08,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21096,1122306224,A,1.39,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21097,1093820212,C,62.23,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21098,1135638383,B,49.93,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21099,1110042112,A,2.08,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21100,1122289878,B,49.15,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21101,1146137300,A,21.73,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21102,1119019842,B,43.95,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21103,1087457290,A,14.22,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21104,1124136509,B,48.16,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21105,1124841990,B,43.27,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21106,1131362324,B,54.44,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21107,1126672914,A,4.54,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21108,1135882950,B,48.98,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21109,1111854448,C,60.76,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21110,1145556481,B,50.43,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21111,1101786468,C,55.68,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21112,1106898218,B,43.86,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21113,1118950221,B,53.13,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21114,1122028335,D,86.15,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21115,1142566634,C,56.46,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21116,1107646686,B,54.88,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21117,1118871124,B,47.45,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21118,1114631382,C,62.45,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21119,1146000240,D,86.32,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21120,1120239252,A,39.6,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21121,1101570613,A,40.82,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21122,1103182440,A,24.95,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21123,1130348243,D,65.88,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21124,1131676626,A,0.09,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21125,1130440525,B,45.18,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21126,1082865934,C,57.41,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21127,1107260010,D,96.28,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21128,1092732596,B,51.65,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21129,1124429258,B,45.87,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21130,1110826519,B,48.82,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21131,1275638476,B,42.66,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21132,1135987078,D,86.27,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21133,1146436491,B,50.57,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21134,1105379279,B,48.94,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21135,1135073393,A,10.17,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21136,1126615376,D,83.85,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21137,1098759003,B,41.39,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21138,1110250254,B,44.11,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21139,1014711085,C,58.44,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21140,1055732542,A,8.04,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21141,1127021751,A,32.72,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21142,1101595920,B,49.31,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21143,1143165945,B,47.44,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21144,1129263412,C,55.79,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21145,1148864461,A,20.86,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21146,1111956964,A,13.32,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21147,1145482213,B,42.22,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21148,1105847241,C,61.6,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21149,1109916718,B,48.37,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21150,1226706930,A,7.68,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21151,1080229381,C,58.5,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21152,1106429420,C,55.44,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21153,1013815040,D,69.82,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21154,1132328565,A,15.47,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21155,1130986843,B,42.45,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
21156,1081604940,B,42.28,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21157,1111764548,D,88.67,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21158,1120114457,B,53.74,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21159,1119383549,A,6.33,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21160,1148515333,B,53.39,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21161,1120980512,C,62.85,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
21162,1107208684,B,43.32,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21163,1127889960,B,41.37,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21164,1125239141,B,54.12,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21165,1087387974,A,0.72,Atlántico,Atlántico,2025-03-30 21:40:41.540111
21166,1118121138,B,43.97,Antioquia,Antioquia,2025-03-30 21:40:41.540111
21167,1085198763,A,26.63,Antioquia,Antioquia,2025-03-30 21:40:41.540111
