matricula_id,cedula,institucion,programa,estado,fecha_inicio,intensidad_horaria
MAT-00011038,1123452284,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2025-04-14 21:40:40.643430,32
MAT-00011039,1014807235,Colegio Distrital San Francisco,Administración de Empresas,VIGENTE,2024-03-20 21:40:40.037295,29
MAT-00011040,1145354054,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2025-06-13 21:40:39.099826,24
MAT-00011041,1115525261,SENA Regional Atlántico,Psicología,VIGENTE,2024-03-20 21:40:40.373786,32
MAT-00011042,1123713948,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-02-13 21:40:39.102335,24
MAT-00011043,1106781395,SENA Regional Valle del Cauca,Contaduría Pública,VIGENTE,2025-05-14 21:40:39.194924,36
MAT-00011044,1129584769,Institución Educativa José María Córdoba,Tecnología en Gestión Administrativa,VIGENTE,2024-08-17 21:40:41.246885,25
MAT-00011045,1054967633,Colegio Departamental Simón Bolívar,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-05-19 21:40:40.650586,39
MAT-00011046,1115478241,SENA Regional Bogotá,Administración de Empresas,VIGENTE,2024-05-19 21:40:39.300142,28
MAT-00011047,1142132433,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2023-12-21 21:40:38.765537,40
MAT-00011048,1038183845,Colegio Distrital San Francisco,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-06-18 21:40:40.450402,36
MAT-00011049,1126502114,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-06-18 21:40:39.566576,24
MAT-00011050,1104179618,SENA Regional Atlántico,Tecnología en Sistemas,INACTIVA,2024-04-19 21:40:39.137922,0
MAT-00011051,1128405038,Colegio Departamental Simón Bolívar,Tecnología en Electrónica,VIGENTE,2024-01-20 21:40:39.047169,35
MAT-00011052,1118089383,SENA Regional Atlántico,Economía,VIGENTE,2025-01-14 21:40:39.979991,31
MAT-00011053,1106838454,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-08-17 21:40:39.089680,40
MAT-00011054,1130187095,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,INACTIVA,2024-11-15 21:40:40.927243,0
MAT-00011055,1127747487,Colegio Distrital San Francisco,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-03-20 21:40:39.663532,22
MAT-00011056,1131141427,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-12-15 21:40:38.646985,25
MAT-00011057,1013156747,Colegio Nacional Loperena,Ingeniería de Sistemas,VIGENTE,2025-10-11 21:40:39.712180,30
MAT-00011058,1125059484,SENA Regional Antioquia,Tecnología en Electrónica,VIGENTE,2024-04-19 21:40:40.855393,30
MAT-00011059,1148577500,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2024-07-18 21:40:40.504309,34
MAT-00011060,1124398144,Instituto Digital Global,Arquitectura,VIGENTE,2024-05-19 21:40:41.161906,28
MAT-00011061,1122007473,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2025-05-14 21:40:39.589338,34
MAT-00011062,1142898561,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2025-07-13 21:40:40.814618,30
MAT-00011063,1102037500,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-05-19 21:40:39.975448,34
MAT-00011064,1137419919,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2025-09-11 21:40:39.003961,21
MAT-00011065,1056149681,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-10-16 21:40:38.677127,23
MAT-00011066,1138011240,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2025-11-10 21:40:38.806408,27
MAT-00011067,1107048662,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2025-11-10 21:40:39.193455,25
MAT-00011068,1121880806,Colegio Distrital San Francisco,Ingeniería de Sistemas,VIGENTE,2025-06-13 21:40:39.266300,23
MAT-00011069,1121466087,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2025-08-12 21:40:40.176064,36
MAT-00011070,1101172451,SENA Regional Antioquia,Medicina,VIGENTE,2024-12-15 21:40:40.478587,32
MAT-00011071,1106385263,SENA Regional Valle del Cauca,Arquitectura,VIGENTE,2025-09-11 21:40:39.761469,20
MAT-00011072,1033587247,Colegio Distrital San Francisco,Psicología,VIGENTE,2025-05-14 21:40:40.904129,26
MAT-00011073,1140430755,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-11-10 21:40:41.300628,34
MAT-00011074,1078288812,Colegio Distrital San Francisco,Medicina,VIGENTE,2025-07-13 21:40:40.933755,37
MAT-00011075,1112197617,SENA Regional Valle del Cauca,Ingeniería de Sistemas,VIGENTE,2024-09-16 21:40:39.293830,25
MAT-00011076,1123008087,Colegio Distrital San Francisco,Ingeniería Civil,VIGENTE,2025-03-15 21:40:38.581745,24
MAT-00011077,1132930641,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2024-12-15 21:40:40.285255,29
MAT-00011078,1098874699,SENA Regional Bogotá,Arquitectura,VIGENTE,2024-06-18 21:40:40.599492,37
MAT-00011079,1132239283,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2025-10-11 21:40:40.841636,28
MAT-00011080,1104602165,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2023-12-21 21:40:38.956633,32
MAT-00011081,1109295719,SENA Regional Bogotá,Psicología,VIGENTE,2025-08-12 21:40:40.339832,28
MAT-00011082,1123392221,Colegio Departamental Simón Bolívar,Arquitectura,VIGENTE,2024-08-17 21:40:40.730606,35
MAT-00011083,1108608908,SENA Regional Bogotá,Administración de Empresas,VIGENTE,2025-01-14 21:40:39.828323,20
MAT-00011084,1141423480,Colegio Distrital San Francisco,Psicología,VIGENTE,2024-11-15 21:40:39.717563,28
MAT-00011085,1138879939,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-01-20 21:40:39.722450,35
MAT-00011086,1087704650,SENA Regional Valle del Cauca,Arquitectura,VIGENTE,2024-01-20 21:40:40.992059,35
MAT-00011087,1107699833,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:38.627028,39
MAT-00011088,1115178065,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2024-10-16 21:40:38.971631,39
MAT-00011089,1148357770,Colegio Nacional Loperena,Derecho,VIGENTE,2024-07-18 21:40:39.803733,32
MAT-00011090,1123262879,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,VIGENTE,2025-10-11 21:40:39.447851,29
MAT-00011091,1148011394,Institución Educativa José María Córdoba,Tecnología en Electrónica,VIGENTE,2024-02-19 21:40:38.750262,20
MAT-00011092,1137548133,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-07-18 21:40:38.628324,37
MAT-00011093,1115639439,SENA Regional Atlántico,Tecnología en Gestión Administrativa,VIGENTE,2025-11-10 21:40:40.951924,24
MAT-00011094,1135747178,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-02-13 21:40:40.841691,24
MAT-00011095,1112411582,SENA Regional Atlántico,Arquitectura,VIGENTE,2024-12-15 21:40:40.129555,37
MAT-00011096,1100676587,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-09-11 21:40:38.721035,23
MAT-00011097,1110868907,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-10-11 21:40:40.923483,36
MAT-00011098,1107346367,SENA Regional Atlántico,Enfermería,VIGENTE,2025-09-11 21:40:39.878021,27
MAT-00011099,1098642651,SENA Regional Valle del Cauca,Economía,VIGENTE,2023-12-21 21:40:39.555765,33
MAT-00011100,1145326741,SENA Regional Valle del Cauca,Ingeniería de Sistemas,VIGENTE,2025-10-11 21:40:41.273529,24
MAT-00011101,1069454967,Colegio Nacional Loperena,Arquitectura,VIGENTE,2025-05-14 21:40:41.277609,30
MAT-00011102,1128957522,Centro Educativo Los Pinos,Tecnología en Gestión Administrativa,VIGENTE,2025-11-10 21:40:41.121386,28
MAT-00011103,1122223224,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2025-06-13 21:40:40.003820,20
MAT-00011104,1114027839,SENA Regional Antioquia,Derecho,VIGENTE,2024-07-18 21:40:38.963251,22
MAT-00011105,1127180536,SENA Regional Valle del Cauca,Psicología,VIGENTE,2024-02-19 21:40:38.696440,23
MAT-00011106,1093250361,SENA Regional Antioquia,Ingeniería de Sistemas,VIGENTE,2025-01-14 21:40:40.618520,21
MAT-00011107,1137383151,SENA Regional Bogotá,Enfermería,VIGENTE,2024-10-16 21:40:40.074398,21
MAT-00011108,1114424854,Universidad Virtual del Caribe Online,Tecnología en Electrónica,VIGENTE,2024-03-30 21:40:41.122566,22
MAT-00011109,1148535249,Colegio Departamental Simón Bolívar,Arquitectura,VIGENTE,2024-07-18 21:40:38.880425,24
MAT-00011110,1081296407,SENA Regional Antioquia,Arquitectura,VIGENTE,2024-08-17 21:40:39.686394,30
MAT-00011111,1136475911,Institución Educativa José María Córdoba,Arquitectura,VIGENTE,2025-06-13 21:40:39.709096,27
MAT-00011112,1240584985,Institución Educativa José María Córdoba,Medicina,VIGENTE,2025-06-13 21:40:41.028568,22
MAT-00011113,162801565,Academia Superior de Gestión,Tecnología en Electrónica,VIGENTE,2024-05-19 21:40:41.128873,32
MAT-00011114,1145155914,Institución Educativa José María Córdoba,Tecnología en Electrónica,VIGENTE,2024-01-20 21:40:38.696828,22
MAT-00011115,1124928121,SENA Regional Antioquia,Ingeniería de Sistemas,VIGENTE,2024-03-20 21:40:39.810211,24
MAT-00011116,1100386197,SENA Regional Valle del Cauca,Medicina,VIGENTE,2025-06-13 21:40:38.841552,34
MAT-00011117,1121058914,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-01-14 21:40:39.010626,33
MAT-00011118,1134222923,SENA Regional Valle del Cauca,Derecho,VIGENTE,2024-03-20 21:40:40.742305,23
MAT-00011119,1131842458,Colegio Distrital San Francisco,Arquitectura,VIGENTE,2025-05-14 21:40:40.439451,39
MAT-00011120,1084551312,SENA Regional Bogotá,Arquitectura,VIGENTE,2024-11-15 21:40:39.547188,37
MAT-00011121,1049269951,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2024-09-16 21:40:40.255007,29
MAT-00011122,1120713172,Colegio Nacional Loperena,Ingeniería de Sistemas,VIGENTE,2025-08-12 21:40:38.631836,26
MAT-00011123,1105051126,SENA Regional Valle del Cauca,Administración de Empresas,VIGENTE,2024-06-18 21:40:40.140906,28
MAT-00011124,1139901592,Institución Educativa José María Córdoba,Tecnología en Gestión Administrativa,VIGENTE,2025-05-14 21:40:39.610391,26
MAT-00011125,1012558651,Institución Educativa José María Córdoba,Administración de Empresas,VIGENTE,2024-08-17 21:40:38.636913,30
MAT-00011126,1221235797,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,VIGENTE,2024-04-19 21:40:41.020756,28
MAT-00011127,1054463930,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2024-08-17 21:40:40.153781,24
MAT-00011128,1148318094,Colegio Distrital San Francisco,Tecnología en Electrónica,VIGENTE,2024-03-20 21:40:39.193289,40
MAT-00011129,1038277748,Colegio Distrital San Francisco,Arquitectura,VIGENTE,2024-03-20 21:40:40.243482,39
MAT-00011130,1139043554,SENA Regional Bogotá,Tecnología en Electrónica,VIGENTE,2025-08-12 21:40:40.887641,25
MAT-00011131,1120049060,Colegio Distrital San Francisco,Arquitectura,VIGENTE,2025-01-14 21:40:39.095317,33
MAT-00011132,1086468744,SENA Regional Atlántico,Enfermería,VIGENTE,2024-11-15 21:40:40.294243,20
MAT-00011133,1090741161,SENA Regional Bogotá,Ingeniería de Sistemas,VIGENTE,2024-03-20 21:40:39.880732,40
MAT-00011134,1023660341,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,VIGENTE,2024-11-15 21:40:39.808217,32
MAT-00011135,1134334250,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-01-14 21:40:40.534183,34
MAT-00011136,1088387923,SENA Regional Antioquia,Ingeniería Civil,VIGENTE,2024-11-15 21:40:39.225297,20
MAT-00011137,1081518950,SENA Regional Atlántico,Administración de Empresas,VIGENTE,2024-06-18 21:40:40.540060,36
MAT-00011138,1145313550,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2025-09-11 21:40:38.941460,36
MAT-00011139,1148649584,Colegio Distrital San Francisco,Administración de Empresas,VIGENTE,2024-12-15 21:40:40.189681,25
MAT-00011140,1115256588,SENA Regional Antioquia,Administración de Empresas,VIGENTE,2024-11-15 21:40:39.019005,36
MAT-00011141,1149824147,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-10-16 21:40:39.590776,22
MAT-00011142,1093723022,SENA Regional Atlántico,Medicina,VIGENTE,2023-12-21 21:40:39.676903,38
MAT-00011143,1142809670,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-06-18 21:40:39.575925,28
MAT-00011144,1103460164,SENA Regional Atlántico,Ingeniería de Sistemas,VIGENTE,2024-10-16 21:40:40.759020,21
MAT-00011145,1100849482,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-09-16 21:40:40.343194,34
MAT-00011146,1104719652,SENA Regional Antioquia,Medicina,VIGENTE,2025-04-14 21:40:39.917682,30
MAT-00011147,1126894564,Universidad Virtual del Caribe Online,Tecnología en Electrónica,VIGENTE,2024-04-19 21:40:41.135418,33
MAT-00011148,1140818812,Colegio Nacional Loperena,Ingeniería de Sistemas,VIGENTE,2025-08-12 21:40:40.146539,23
MAT-00011149,1132303904,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2025-08-12 21:40:40.400791,34
MAT-00011150,1067707120,Colegio Distrital San Francisco,Enfermería,VIGENTE,2024-10-16 21:40:40.048215,33
MAT-00011151,1076629742,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2025-05-14 21:40:38.984971,40
MAT-00011152,1135491473,Institución Educativa José María Córdoba,Tecnología en Gestión Administrativa,VIGENTE,2024-10-16 21:40:39.811174,40
MAT-00011153,1122547059,SENA Regional Antioquia,Enfermería,VIGENTE,2024-03-20 21:40:39.631640,22
MAT-00011154,1137794176,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:40.944751,29
MAT-00011155,1137502740,Institución Educativa José María Córdoba,Tecnología en Electrónica,VIGENTE,2024-12-15 21:40:38.827828,34
MAT-00011156,1099371818,Instituto Digital Global,Tecnología en Sistemas,VIGENTE,2025-07-26 21:40:41.147142,26
MAT-00011157,1122104322,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-03-20 21:40:40.316099,29
MAT-00011158,1130578409,Colegio Departamental Simón Bolívar,Arquitectura,VIGENTE,2024-03-20 21:40:38.922695,35
MAT-00011159,1128605784,SENA Regional Valle del Cauca,Ingeniería de Sistemas,VIGENTE,2025-04-14 21:40:39.599621,38
MAT-00011160,1145600393,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-04-19 21:40:39.563726,38
MAT-00011161,1103765621,SENA Regional Antioquia,Tecnología en Electrónica,VIGENTE,2023-12-21 21:40:40.602753,30
MAT-00011162,1121637943,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-05-14 21:40:38.703311,27
MAT-00011163,1142125804,Instituto Digital Global,Tecnología en Electrónica,VIGENTE,2025-08-12 21:40:41.175651,36
MAT-00011164,1133941459,SENA Regional Valle del Cauca,Medicina,VIGENTE,2025-10-11 21:40:38.675317,26
MAT-00011165,1139180151,Colegio Nacional Loperena,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-11-10 21:40:40.307101,33
MAT-00011166,1110462913,SENA Regional Valle del Cauca,Arquitectura,VIGENTE,2025-02-13 21:40:38.704575,39
MAT-00011167,1105800950,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2024-12-15 21:40:39.792732,21
MAT-00011168,1098778892,SENA Regional Valle del Cauca,Derecho,VIGENTE,2024-09-16 21:40:40.193063,25
MAT-00011169,1270907459,SENA Regional Atlántico,Ingeniería Civil,VIGENTE,2024-11-15 21:40:41.025130,30
MAT-00011170,1088203407,SENA Regional Bogotá,Psicología,VIGENTE,2024-09-16 21:40:41.231691,23
MAT-00011171,1140886511,SENA Regional Valle del Cauca,Ingeniería Civil,VIGENTE,2024-12-15 21:40:39.937557,22
MAT-00011172,1075684130,Colegio Departamental Simón Bolívar,Economía,VIGENTE,2025-10-11 21:40:40.142414,23
MAT-00011173,1140585295,SENA Regional Valle del Cauca,Arquitectura,VIGENTE,2025-09-11 21:40:39.606636,22
MAT-00011174,1296575789,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-05-19 21:40:41.036921,31
MAT-00011175,1112771024,Centro Educativo Los Pinos,Ingeniería de Sistemas,VIGENTE,2024-01-20 21:40:41.116102,27
MAT-00011176,1133506029,SENA Regional Bogotá,Tecnología en Electrónica,INACTIVA,2023-12-21 21:40:38.717593,0
MAT-00011177,1144211026,Institución Educativa José María Córdoba,Administración de Empresas,VIGENTE,2024-10-16 21:40:40.962343,35
MAT-00011178,1030485520,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-12-15 21:40:39.807655,35
MAT-00011179,1102238357,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-03-20 21:40:39.552006,26
MAT-00011180,1124209731,Institución Educativa José María Córdoba,Tecnología en Electrónica,VIGENTE,2024-10-16 21:40:39.127953,22
MAT-00011181,666935,SENA Regional Valle del Cauca,Ingeniería Civil,VIGENTE,2024-09-16 21:40:41.087853,24
MAT-00011182,1120044762,Colegio Distrital San Francisco,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-03-15 21:40:40.214978,22
MAT-00011183,1115507098,SENA Regional Bogotá,Ingeniería de Sistemas,VIGENTE,2025-04-14 21:40:38.773672,38
MAT-00011184,1134219298,SENA Regional Antioquia,Economía,VIGENTE,2024-07-18 21:40:39.961129,25
MAT-00011185,1143767389,SENA Regional Antioquia,Administración de Empresas,VIGENTE,2024-05-19 21:40:41.231051,25
MAT-00011186,1129208783,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-10-16 21:40:39.157542,22
MAT-00011187,1017702823,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2023-12-21 21:40:41.206911,39
MAT-00011188,1145458282,Universidad Virtual del Caribe Online,Tecnología en Electrónica,VIGENTE,2025-10-11 21:40:41.190386,35
MAT-00011189,1097786221,SENA Regional Bogotá,Derecho,VIGENTE,2024-11-15 21:40:39.026637,32
MAT-00011190,1134588454,SENA Regional Antioquia,Contaduría Pública,VIGENTE,2024-04-19 21:40:38.953120,29
MAT-00011191,1145572990,Institución Educativa José María Córdoba,Arquitectura,VIGENTE,2024-05-19 21:40:40.405067,39
MAT-00011192,374196,SENA Regional Bogotá,Contaduría Pública,VIGENTE,2024-12-15 21:40:41.017519,26
MAT-00011193,1093095338,SENA Regional Valle del Cauca,Enfermería,VIGENTE,2025-08-12 21:40:39.738275,35
MAT-00011194,1149570594,Institución Educativa José María Córdoba,Tecnología en Electrónica,VIGENTE,2025-11-10 21:40:38.804624,36
MAT-00011195,1146772924,Colegio Departamental Simón Bolívar,Medicina,VIGENTE,2024-07-18 21:40:39.830533,25
MAT-00011196,1133332612,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:40.530049,26
MAT-00011197,1114749774,SENA Regional Valle del Cauca,Derecho,VIGENTE,2024-09-16 21:40:39.587639,31
MAT-00011198,1131116003,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-01-20 21:40:40.630063,36
MAT-00011199,1120901255,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,VIGENTE,2024-04-19 21:40:41.219653,34
MAT-00011200,1095698855,Colegio Distrital San Francisco,Administración de Empresas,VIGENTE,2025-10-11 21:40:40.408454,28
MAT-00011201,1092935830,SENA Regional Atlántico,Contaduría Pública,VIGENTE,2025-07-13 21:40:40.099293,35
MAT-00011202,1124444117,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-02-19 21:40:39.545419,31
MAT-00011203,1057947809,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:39.256214,20
MAT-00011204,1132905754,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-04-19 21:40:40.959573,25
MAT-00011205,1139793546,Institución Educativa José María Córdoba,Economía,INACTIVA,2024-11-15 21:40:40.437534,0
MAT-00011206,1120568805,SENA Regional Atlántico,Tecnología en Gestión Administrativa,VIGENTE,2024-06-18 21:40:40.795438,32
MAT-00011207,1128035585,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-08-12 21:40:39.427970,38
MAT-00011208,1104574015,SENA Regional Antioquia,Derecho,VIGENTE,2025-07-13 21:40:39.810097,33
MAT-00011209,1089739422,Colegio Departamental Simón Bolívar,Economía,VIGENTE,2025-02-13 21:40:39.187377,37
MAT-00011210,1143710610,Colegio Departamental Simón Bolívar,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-07-18 21:40:39.808325,25
MAT-00011211,1106252691,SENA Regional Antioquia,Tecnología en Gestión Administrativa,VIGENTE,2024-05-19 21:40:39.580551,20
MAT-00011212,1043063605,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-04-19 21:40:38.636099,25
MAT-00011213,1108442212,SENA Regional Bogotá,Ingeniería Civil,VIGENTE,2025-08-12 21:40:39.070987,38
MAT-00011214,1145884809,Institución Educativa José María Córdoba,Ingeniería de Sistemas,VIGENTE,2024-06-18 21:40:40.723194,27
MAT-00011215,1125890446,SENA Regional Antioquia,Enfermería,VIGENTE,2025-11-10 21:40:38.636210,38
MAT-00011216,1110652557,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2024-05-19 21:40:38.598143,29
MAT-00011217,1093454598,Colegio Distrital San Francisco,Psicología,VIGENTE,2024-02-19 21:40:39.369961,37
MAT-00011218,1121403041,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-09-11 21:40:40.347031,21
MAT-00011219,1125891099,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2024-03-20 21:40:40.598137,23
MAT-00011220,1133463902,Colegio Nacional Loperena,Arquitectura,VIGENTE,2024-12-15 21:40:39.586984,35
MAT-00011221,1141837327,SENA Regional Antioquia,Medicina,VIGENTE,2024-09-16 21:40:41.310468,27
MAT-00011222,1132364270,Institución Educativa José María Córdoba,Arquitectura,VIGENTE,2024-03-20 21:40:39.808606,26
MAT-00011223,1132006726,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2023-12-21 21:40:39.914525,40
MAT-00011224,1110558533,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2024-03-20 21:40:39.510677,25
MAT-00011225,1133515581,SENA Regional Atlántico,Arquitectura,VIGENTE,2024-01-20 21:40:39.302344,22
MAT-00011226,1147428039,Colegio Nacional Loperena,Enfermería,VIGENTE,2023-12-21 21:40:40.374265,27
MAT-00011227,1126275114,SENA Regional Bogotá,Contaduría Pública,VIGENTE,2024-08-17 21:40:39.736152,27
MAT-00011228,1123757006,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2025-02-13 21:40:39.695209,23
MAT-00011229,1128504452,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-06-18 21:40:39.549065,37
MAT-00011230,1115973586,SENA Regional Bogotá,Medicina,VIGENTE,2025-06-13 21:40:40.239964,29
MAT-00011231,1127741807,Colegio Departamental Simón Bolívar,Ingeniería Civil,VIGENTE,2024-10-16 21:40:39.678132,25
MAT-00011232,1075463039,Institución Educativa José María Córdoba,Tecnología en Gestión Administrativa,VIGENTE,2024-05-19 21:40:39.850761,35
MAT-00011233,1123282607,Academia Superior de Gestión,Arquitectura,VIGENTE,2023-12-21 21:40:41.110131,37
MAT-00011234,1020375086,Institución Educativa José María Córdoba,Arquitectura,VIGENTE,2025-03-15 21:40:40.309531,37
MAT-00011235,1124879887,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2024-06-18 21:40:39.370963,37
MAT-00011236,1146188098,Colegio Distrital San Francisco,Psicología,VIGENTE,2024-06-18 21:40:39.847853,21
MAT-00011237,1081316470,SENA Regional Valle del Cauca,Psicología,VIGENTE,2025-04-14 21:40:40.482594,33
MAT-00011238,1106775639,SENA Regional Antioquia,Ingeniería Civil,VIGENTE,2024-03-20 21:40:39.263229,24
MAT-00011239,1111054524,SENA Regional Atlántico,Derecho,VIGENTE,2024-11-15 21:40:39.490002,31
MAT-00011240,1130504444,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2025-03-15 21:40:38.929619,34
MAT-00011241,1134793767,Colegio Distrital San Francisco,Psicología,VIGENTE,2024-09-16 21:40:38.577502,31
MAT-00011242,1140270887,Colegio Nacional Loperena,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-09-16 21:40:40.693095,31
MAT-00011243,1124501601,Colegio Departamental Simón Bolívar,Derecho,VIGENTE,2024-02-19 21:40:40.674166,23
MAT-00011244,1105893698,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-07-13 21:40:38.558407,22
MAT-00011245,1121922286,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2024-04-19 21:40:40.343586,21
MAT-00011246,1132115421,SENA Regional Atlántico,Derecho,VIGENTE,2024-04-19 21:40:40.121429,34
MAT-00011247,1146024540,SENA Regional Bogotá,Derecho,VIGENTE,2024-09-16 21:40:38.774306,20
MAT-00011248,1117173127,SENA Regional Antioquia,Psicología,VIGENTE,2025-08-12 21:40:40.077437,34
MAT-00011249,1133700761,Institución Educativa José María Córdoba,Tecnología en Electrónica,VIGENTE,2025-10-11 21:40:40.564481,25
MAT-00011250,1132960661,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2025-09-11 21:40:40.075890,35
MAT-00011251,1114392932,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2024-09-16 21:40:38.995801,34
MAT-00011252,1121160870,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-07-13 21:40:40.964178,39
MAT-00011253,1147732782,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2024-05-19 21:40:39.196909,21
MAT-00011254,1139417709,SENA Regional Valle del Cauca,Administración de Empresas,VIGENTE,2025-01-14 21:40:40.165220,39
MAT-00011255,1117293722,SENA Regional Valle del Cauca,Derecho,VIGENTE,2025-04-14 21:40:40.862855,22
MAT-00011256,1135146849,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-01-14 21:40:41.277970,24
MAT-00011257,1103665693,SENA Regional Atlántico,Ingeniería de Sistemas,VIGENTE,2025-11-10 21:40:40.860359,20
MAT-00011258,1119773454,Academia Superior de Gestión,Tecnología en Sistemas,VIGENTE,2025-09-27 21:40:41.181219,27
MAT-00011259,1093270067,SENA Regional Bogotá,Economía,VIGENTE,2024-02-19 21:40:40.726831,33
